seg_id,name,highway,posted_speed_mph,speed_source,lanes_final,lanes_source,roadway_width_ft,median_type,sidewalk_presence,adt,adt_source,op_speed_85_mph,median_hh_income,pct_poverty,pct_hispanic,pct_black_nh,pct_white_nh,pct_zero_car_hh,length_ft,oneway,merged_dual,n_signals,mid_lat,mid_lon,google_maps,u,v,key,osmid,highway_all,lanes,maxspeed_mph,width_ft,surface,lit,sidewalk,cycleway,parking,deg_u,deg_v,signal_u,signal_v,bearing,dual_carriageway,n_twins_merged,twin_seg_ids,lanes_rep_half,lanes_twin_half,maxspeed_city,match_frac,city_name,speed_name_match,geom_match_frac,city_lanes,avg_lane_width_ft,median_width_ft,lanes_osm_city_agree,width_source,median_source,adt_year,n_adt_stations,op_speed_source,bg_geoid,pop,pop_density_sqmi,sw_left_frac,sw_right_frac,sidewalk_source
C-05566,Judiway Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,176243.0,11.6,38.5,0.0,56.6,5.6,232.76996410773037,False,False,0,29.820712,-95.429947,"https://maps.google.com/?q=29.820712,-95.429947",152318042,152698721,0,368456696|368456695,residential,2.0,,,asphalt,yes,,,,4,3,False,False,87.4274650837469,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.18,osm_footway
C-05567,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,partial,23286.0,street_median,,176243.0,11.6,38.5,0.0,56.6,5.6,201.940498827087,False,True,0,29.820993,-95.429583,"https://maps.google.com/?q=29.820993,-95.429583",152318042,152318045,0,473769664,secondary,4.0,35.0,,concrete:plates,yes,one_side,none,,4,4,False,False,177.67501107716507,True,1,C-00916,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015311002,2308.0,6007.0,0.0,0.09,osm_footway
C-05569,Judiway Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,784.3475225917823,False,False,0,29.820694,-95.43155,"https://maps.google.com/?q=29.820694,-95.43155",152698721,152888366,0,368456695,residential,2.0,,,asphalt,,,,,3,4,False,False,87.57438240876948,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05571,Du Barry Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1049.7576985411995,False,False,0,29.821256,-95.43114,"https://maps.google.com/?q=29.821256,-95.43114",2404841579,152739428,0,368456693|368456694,residential,2.0,,,asphalt,yes,,,,4,4,False,False,87.61686485007922,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05572,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,176243.0,11.6,38.5,0.0,56.6,5.6,297.3020056411096,False,True,0,29.82168,-95.429592,"https://maps.google.com/?q=29.82168,-95.429592",152318045,152318048,0,473769664,secondary,4.0,35.0,,concrete:plates,yes,one_side,none,,4,4,False,False,177.5113740031823,True,1,C-00915,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_road_tag
C-05573,Woodcrest Drive,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1278.8814988087101,False,False,0,29.82253,-95.43393,"https://maps.google.com/?q=29.82253,-95.43393",152739428,152763483,0,15432525,residential,2.0,,,asphalt,,,,,4,4,False,False,123.06868194401527,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05574,Guese Road,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,203.29160695490594,False,False,0,29.820961,-95.432791,"https://maps.google.com/?q=29.820961,-95.432791",152739428,152888366,0,128705785,residential,2.0,,,,,,,,4,4,False,False,357.5374104604459,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05578,Gardenia Drive,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1716.9154613814476,False,False,0,29.825933,-95.43222,"https://maps.google.com/?q=29.825933,-95.43222",152763488,2404841612,0,15419899,residential,2.0,,,,,,,,4,3,False,False,92.25747269869383,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05579,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,176243.0,11.6,38.5,0.0,56.6,5.6,302.578558339102,False,True,0,29.826372,-95.42969,"https://maps.google.com/?q=29.826372,-95.42969",152318054,152318057,0,1034743169,secondary,4.0,35.0,,concrete:plates,yes,one_side,none,,4,4,False,False,177.47030974896023,True,1,C-05580,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_road_tag
C-05581,Gardenia Drive,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1765.364191880784,False,False,0,29.826678,-95.437627,"https://maps.google.com/?q=29.826678,-95.437627",152763488,152878949,0,15419899,residential,2.0,,,,,,,,4,4,False,False,89.20204991636807,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.09,0.0,osm_footway
C-05583,Lamonte Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1638.1559259566277,False,False,0,29.82676,-95.432109,"https://maps.google.com/?q=29.82676,-95.432109",2404881393,152487707,0,15385467,residential,2.0,,,,,,,,3,4,False,False,92.0423386444741,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,0.0,0.0,osm_footway
C-05584,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,partial,23286.0,street_median,,176243.0,11.6,38.5,0.0,56.6,5.6,559.7540602915103,False,True,0,29.827558,-95.429705,"https://maps.google.com/?q=29.827558,-95.429705",152318057,152318059,0,1034743169,secondary,4.0,35.0,,concrete:plates,yes,one_side,none,,4,4,False,False,177.70121408335697,True,1,C-05585,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015311002,2308.0,6007.0,0.09,0.18,osm_footway
C-05586,Lamonte Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,176243.0,11.6,38.5,0.0,56.6,5.6,1913.8865006713813,False,False,0,29.827491,-95.437628,"https://maps.google.com/?q=29.827491,-95.437628",152487707,152487733,0,15385467,residential,2.0,,,,,,,,4,4,False,False,89.11332898964345,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015311002,2308.0,6007.0,1.0,0.0,osm_footway
C-05587,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,both,,,,176243.0,11.6,38.5,0.0,56.6,5.6,422.4454650178342,False,False,1,29.827644,-95.434531,"https://maps.google.com/?q=29.827644,-95.434531",152487707,152763498,0,274579047,tertiary,2.0,,,asphalt,,,,,4,5,False,True,184.96658406970218,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,none,,,,482015311002,2308.0,6007.0,1.0,1.0,osm_footway
C-05588,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,both,,,,176243.0,11.6,38.5,0.0,56.6,5.6,300.348064831174,False,False,0,29.826674,-95.434774,"https://maps.google.com/?q=29.826674,-95.434774",152487707,152763488,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,12.455320794687493,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015311002,2308.0,6007.0,1.0,1.0,osm_footway
C-05592,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,partial,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,351.66580676995363,False,True,0,29.828811,-95.429712,"https://maps.google.com/?q=29.828811,-95.429712",152318059,2404881390,0,753106787|473769663,secondary,4.0,35.0,,concrete:plates,yes,one_side,none,,4,3,False,False,178.45235122974984,True,1,C-05594,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.09,0.18,osm_footway
C-05593,West 43rd Street,secondary,35.0,city,4.0,city,48.0,TWLT,partial,13736.0,street_median,,176243.0,11.6,38.5,0.0,56.6,5.6,418.0989732237235,False,True,0,29.828227,-95.430235,"https://maps.google.com/?q=29.828227,-95.430235",153422525,2424906262,0,423428081|423428082|482806021,secondary,4.0,,,concrete,yes,one_side,none,,3,4,False,False,90.26603808995495,True,1,C-05590,2.0,2.0,35.0,1.0,43RD ST,True,1.0,4.0,12.0,0.0,1.0,city_lanes_x_width,city,,,,482015311002,2308.0,6007.0,0.36,0.27,osm_footway
C-05598,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,186.06986652689466,False,True,0,29.82955,-95.429717,"https://maps.google.com/?q=29.82955,-95.429717",152318061,2404881390,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,3,False,False,176.7178664048144,True,1,C-05602,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05599,Overhill Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1587.9597618877776,False,False,0,29.829692,-95.43212,"https://maps.google.com/?q=29.829692,-95.43212",152555125,2404841606,0,368763704|15392307,residential,2.0,,,asphalt,yes,,,,4,3,False,False,82.51110331645856,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05600,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,298.9954358192805,False,True,0,29.830217,-95.429733,"https://maps.google.com/?q=29.830217,-95.429733",152318061,152318066,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,177.26048145370547,True,1,C-05601,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05603,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,302.0541384439268,False,False,0,29.829791,-95.434657,"https://maps.google.com/?q=29.829791,-95.434657",152555125,152763504,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,171.18049014082953,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05604,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,421.6610701570671,False,False,1,29.828803,-95.434524,"https://maps.google.com/?q=29.828803,-95.434524",152555125,152763498,0,274579047,tertiary,2.0,,,asphalt,,,,,4,5,False,True,354.11681628784606,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.18,0.18,osm_footway
C-05605,Overhill Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,657.0779613251697,False,False,0,29.829168,-95.435598,"https://maps.google.com/?q=29.829168,-95.435598",152555140,152555125,0,368763704,residential,2.0,,,asphalt,,,,,3,4,False,False,59.453606238635686,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.09,0.18,osm_footway
C-05607,Chamboard Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1620.7065400047832,False,False,0,29.830518,-95.432186,"https://maps.google.com/?q=29.830518,-95.432186",152763504,2404841680,0,368763699|15429437,residential,2.0,,,asphalt,yes,,,,4,3,False,False,82.65568070345552,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05608,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,300.3854496694305,False,True,0,29.831041,-95.429746,"https://maps.google.com/?q=29.831041,-95.429746",152318066,152318069,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,177.65216382624078,True,1,C-05615,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05609,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,300.3306796140815,False,False,0,29.830612,-95.43478,"https://maps.google.com/?q=29.830612,-95.43478",152763504,152763506,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,170.4261638223269,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05610,Chamboard Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,917.9575443544406,False,False,0,29.829883,-95.436103,"https://maps.google.com/?q=29.829883,-95.436103",152763504,153031371,0,368763699,residential,2.0,,,asphalt,,,,,4,3,False,False,58.75136692703175,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.09,0.09,osm_footway
C-05612,Curtin Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1660.0985306125037,False,False,0,29.831343,-95.432253,"https://maps.google.com/?q=29.831343,-95.432253",2404841641,152763506,0,15434913|368763702,residential,2.0,,,asphalt,yes,,,,3,4,False,False,82.68602434854635,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05613,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,298.9513468496144,False,True,0,29.831865,-95.429752,"https://maps.google.com/?q=29.831865,-95.429752",152318069,152318073,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,178.153665394998,True,1,C-05614,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05616,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,296.997877231008,False,False,0,29.831426,-95.434905,"https://maps.google.com/?q=29.831426,-95.434905",152763506,152763509,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,170.89331502799476,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05617,Curtin Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1156.2676830886994,False,False,0,29.830597,-95.436587,"https://maps.google.com/?q=29.830597,-95.436587",152763506,151818282,0,368763702,residential,2.0,,,asphalt,,,,,4,3,False,False,58.587284935228254,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.09,0.09,osm_footway
C-05619,Thornton Road,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1697.930771790604,False,False,0,29.832166,-95.432315,"https://maps.google.com/?q=29.832166,-95.432315",2404841723,152763509,0,368763706|368763708,residential,2.0,,,asphalt,yes,,,,3,4,False,False,82.66053524069733,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05620,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,298.73475006130855,False,True,0,29.832687,-95.429755,"https://maps.google.com/?q=29.832687,-95.429755",152318073,152318075,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,178.04413986566948,True,1,C-05627,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05621,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,303.133703281948,False,False,0,29.832244,-95.435033,"https://maps.google.com/?q=29.832244,-95.435033",152763509,152763511,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,170.0151114378663,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05622,Thornton Road,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1399.783286587172,False,False,0,29.831303,-95.437067,"https://maps.google.com/?q=29.831303,-95.437067",153218040,152763509,0,368763706,residential,2.0,,,asphalt,,,,,3,4,False,False,58.41545621520012,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.09,0.09,osm_footway
C-05624,Chantilly Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1738.7818767839558,False,False,0,29.832985,-95.432386,"https://maps.google.com/?q=29.832985,-95.432386",2404841635,152763511,0,15457330|368763700,residential,2.0,,,asphalt,yes,,,,3,4,False,False,82.84206168904194,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05625,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,20219.0,measured,43.0,206838.0,3.4,16.4,0.0,65.6,0.0,301.49922945896986,False,True,0,29.833512,-95.429764,"https://maps.google.com/?q=29.833512,-95.429764",152318075,152318080,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,177.32901331303506,True,1,C-05626,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,2025.0,1.0,measured,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05628,Oak Forest Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,297.46992783913265,False,False,0,29.833061,-95.435171,"https://maps.google.com/?q=29.833061,-95.435171",152763511,152763513,0,274579047,tertiary,2.0,,,asphalt,,,,,4,4,False,False,169.73378987088435,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05629,Chantilly Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1647.2820302707366,False,False,0,29.832012,-95.437571,"https://maps.google.com/?q=29.832012,-95.437571",153422507,152763511,0,368763700,residential,2.0,,,asphalt,,,,,4,4,False,False,58.0316518340065,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.09,0.09,osm_footway
C-05631,Cheshire Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1778.9611998184166,False,False,0,29.83382,-95.432465,"https://maps.google.com/?q=29.83382,-95.432465",152763513,2404881366,0,368763701|15431613,residential,2.0,,,asphalt,,,,,4,3,False,False,82.7255429331038,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05632,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,206838.0,3.4,16.4,0.0,65.6,0.0,299.56307018278846,False,True,0,29.834338,-95.429786,"https://maps.google.com/?q=29.834338,-95.429786",152318080,152318083,0,753106787,secondary,4.0,,,concrete:plates,yes,one_side,none,,4,4,False,False,176.5042010967886,True,1,C-05634,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_road_tag
C-05633,Cheshire Lane,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,206838.0,3.4,16.4,0.0,65.6,0.0,1879.0911355032156,False,False,0,29.832715,-95.438046,"https://maps.google.com/?q=29.832715,-95.438046",152763513,153064147,0,368763701,residential,2.0,,,asphalt,,,,,4,4,False,False,58.005840899757324,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317002,2196.0,7094.0,0.0,0.0,osm_footway
C-05637,Bethlehem Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,182045.0,1.8,27.8,0.0,62.8,0.0,427.06216722666943,False,False,0,29.837236,-95.43037,"https://maps.google.com/?q=29.837236,-95.43037",3726063001,152411081,0,15427461,residential,2.0,,,,,,,,3,3,False,False,87.38810497699968,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_footway
C-05638,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,182045.0,1.8,27.8,0.0,62.8,0.0,331.5293536032865,False,True,0,29.837679,-95.429711,"https://maps.google.com/?q=29.837679,-95.429711",152318089,152318094,0,106797679,secondary,4.0,,,concrete:plates,yes,one_side,,,4,3,False,False,193.13034242965284,True,1,C-05644,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_road_tag
C-05639,Bethlehem Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,182045.0,1.8,27.8,0.0,62.8,0.0,304.04636410751596,False,False,0,29.837217,-95.431522,"https://maps.google.com/?q=29.837217,-95.431522",152411081,153000730,0,15427461,residential,2.0,,,,,,,,3,3,False,False,88.59439252873176,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_footway
C-05640,Leafy Hollow Court,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,182045.0,1.8,27.8,0.0,62.8,0.0,287.0314064563936,False,False,0,29.837608,-95.431056,"https://maps.google.com/?q=29.837608,-95.431056",152411081,152411084,0,15378569,residential,2.0,,,,,,,,3,1,False,False,176.61853934725542,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_footway
C-05642,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,182045.0,1.8,27.8,0.0,62.8,0.0,253.85006548055787,False,True,0,29.838425,-95.429368,"https://maps.google.com/?q=29.838425,-95.429368",152318094,152957656,0,106797679,secondary,4.0,,,concrete:plates,yes,one_side,,,3,4,False,False,202.87310378648021,True,1,C-05643,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_road_tag
C-05646,Lehman Street,residential,35.0,city,4.0,city,48.0,Raised,none,,,,182045.0,1.8,27.8,0.0,62.8,0.0,193.28474084666053,False,False,0,29.838805,-95.429352,"https://maps.google.com/?q=29.838805,-95.429352",152957659,2404841620,0,15425028|368763053,residential,2.0,,,asphalt,,,,,3,3,False,False,110.69751049122173,False,0,,,,35.0,0.4,ELLA BLVD,False,0.4,4.0,12.0,30.0,0.0,city_lanes_x_width,city,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_footway
C-05647,Ella Boulevard,secondary,35.0,city,4.0,city,48.0,Raised,one_side,23286.0,street_median,,182045.0,1.8,27.8,0.0,62.8,0.0,284.76077909422077,False,True,0,29.839106,-95.429037,"https://maps.google.com/?q=29.839106,-95.429037",152957656,2404881373,0,106797679,secondary,4.0,,,concrete:plates,yes,one_side,,,4,3,False,False,194.1879747085766,True,1,C-08979,2.0,2.0,35.0,1.0,ELLA BLVD,True,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317001,1772.0,4326.0,0.0,0.0,osm_road_tag
C-05650,Wheatley Street,secondary,35.0,city,4.0,city,48.0,Raised,partial,,,,182045.0,1.8,27.8,0.0,62.8,0.0,500.8362958664292,False,True,0,29.841765,-95.428947,"https://maps.google.com/?q=29.841765,-95.428947",152318107,152318112,0,423424699|423424702,secondary,4.065080412727564,,,concrete:plates,yes,one_side,none,,4,4,False,False,178.29039365586965,True,2,C-05653|C-05654,2.0,2.0650804127275637,35.0,1.0,ELLA BLVD,False,1.0,4.0,12.0,30.0,1.0,city_lanes_x_width,city,,,,482015317001,1772.0,4326.0,0.09,0.18,osm_footway
C-05655,Burlington Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,68750.0,5.1,13.0,0.0,79.7,1.8,324.3925639971522,False,False,0,29.74114,-95.382066,"https://maps.google.com/?q=29.74114,-95.382066",152323271,152323273,0,15370529,residential,2.0,,,,,,,,3,3,False,False,357.4315947657621,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482014107042,817.0,6903.0,0.27,0.0,osm_footway
C-05656,Burlington Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,68750.0,5.1,13.0,0.0,79.7,1.8,223.30732585008323,False,False,0,29.741893,-95.382075,"https://maps.google.com/?q=29.741893,-95.382075",152323271,703715137,0,15370529,residential,2.0,,,,,,,,3,3,False,False,176.12491065397487,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482014107042,817.0,6903.0,0.0,1.0,osm_footway
